,return,market cap
A000680,-0.04612850082372291,228135.0
A000685,,
A000687,,
A000700,0.1101398601398603,165366.0
A000720,-0.1518691588785044,4042214.0
A000725,0.005296610169493138,4691.0
A000760,-0.06735751295336896,50400.0
A000790,,
A000800,,
A000805,,
A000810,-0.0055865921787713905,12649081.0
A000815,-0.027472527472527843,564984.0
A000830,,
A000835,,
A000840,,
A000850,0.10317460317460242,122320.0
A000860,0.03596127247579526,243425.0
A000880,0.18402282453637717,3110788.0
A000885,0.15447154471544702,10209.0
A000887,,
A00088K,0.08035714285714145,407867.0
A000890,-0.2633962264150946,94253.0
A000895,,
A000900,,
A000905,,
A000910,-0.0249376558603507,61041.0
A000950,-0.2633587786259548,32424.0
A000970,-0.09576612903225772,204520.0
A000980,,
A000985,,
A000990,-0.24528301886792475,532414.0
A000995,0.14983164983165043,3836.0
A000997,,
A001000,,
A001020,-0.6916520431185761,66686.0
A001030,,
A001035,,
A001040,-0.029411764705883157,5295625.0
A001045,0.03351206434316367,174263.0
A001047,,
A001049,,
A001060,-0.1234180889353308,867551.0
A001065,0.04793441828534615,4176.0
A001067,0.09078294832592339,3584.0
A001070,-0.17149220489977704,78864.0
A001080,-0.05699481865285115,75530.0
A001110,,
A001120,-0.07179487179487273,1052334.0
A001130,-0.0750000000000014,281385.0
A001140,-0.46126012291080354,15780.0
A001150,,
A001155,,
A001190,,
A001200,0.4353182751540044,338548.0
A001210,-0.24017003188097902,49450.0
A001230,-0.004524886877829309,1049760.0
A001250,-0.09693053311793172,230682.0
A001260,-0.17170329670329593,59210.0
A001265,,
A001270,0.3377659574468078,260803.0
A001275,0.20316622691292827,68400.0
A001280,,
A001290,0.562216167120799,87957.0
A001295,,
A001300,,
A001310,,
A001340,0.33249370277078155,118809.0
A001350,,
A001360,-0.03942652329749119,166536.0
A001370,,
A001375,,
A001380,0.1713030746705725,179857.0
A001385,,
A001390,0.6610169491525433,303149.0
A001400,,
A001420,-0.19230769230769346,26334.0
A001430,0.13698630136986228,1041795.0
A001440,-0.3935309973045819,963532.0
A001450,0.4920634920634923,4201800.0
A001460,-0.22921914357682588,191132.0
A001465,-0.11849710982659051,32846.0
A001470,0.3156899810964072,130617.0
A001490,,
A001500,0.14736842105263204,319775.0
A001510,0.12745098039215622,368135.0
A001515,1.2675159235668787,13929.0
A001520,-0.3350083752093802,473788.0
A001525,-0.33636363636363664,5862.0
A001527,-0.19531249999999986,3178.0
A001529,-0.04731182795698991,1987.0
A001530,-0.08850188410224977,125432.0
A001540,,
A001550,-0.0800000000000002,58011.0
A001560,-0.052969502407704004,59000.0
A001570,-0.16917922948073816,105921.0
A001580,,
A001590,,
A001600,,
A001620,-0.5555091819699499,56777.0
A001630,0.0522496371552961,363215.0
A001670,,
A001675,,
A001680,0.04356060606060565,954553.0
A001685,0.03112840466926004,18155.0
A001687,,
A001689,-0.14126394052044683,
A001690,,
A001695,,
A001697,,
A001720,0.1340000000000004,532200.0
A001725,0.1743315508021381,387252.0
A001740,-0.039017341040462686,1650448.0
A001745,0.1068548387096766,6239.0
A001750,0.06482758620689524,98264.0
A001755,0.21542553191489458,4799.0
A001770,-0.3422562141491399,20896.0
A001780,-0.3570093457943926,256363.0
A001785,,
A001787,,
A001790,0.02083333333333335,216580.0
A001795,0.14056224899598363,9206.0
A001797,,
A001799,0.12652068126520857,3002.0
A001800,-0.17171717171717185,1669464.0
A001810,,
A001820,3.023364485981305,447505.0
A001830,,
A001835,,
A001837,,
A001840,,
A001850,,
A001880,-0.11242603550295789,227696.0
A001890,,
A001920,,
A001940,0.21241830065359324,274189.0
A001950,,
A001955,,
A001970,,
A001975,,
A001980,,
A002000,0.25230202578269034,342708.0
A002005,0.335600907029479,13393.0
A002020,0.04778156996586981,740557.0
A002025,0.12301587301587177,30462.0
A002027,,
A002030,0.11165048543689322,250872.0
A002050,,
A002055,,
A002070,-0.12203389830508485,53364.0
A002080,,
A002100,0.036206896551723135,130367.0
A002105,,
A002130,,
A002140,-0.5967016491754122,67087.0
A002150,0.012282497441146772,166745.0
A002170,-0.22650375939849682,123450.0
A002180,,
A002200,-0.12569832402234746,62600.0
A002210,0.18138424821002228,122545.0
A002220,0.057999999999999635,53958.0
A002230,,
A002240,-0.09284509223663516,590400.0
A002250,0.19409282700421904,335579.0
A002270,-0.12930251305652724,625924.0
A002290,,
A002300,-0.27272727272727326,112111.0
A002310,-0.005464480874317556,163008.0
A002320,-0.09722222222222211,311341.0
A002350,-0.09230769230769167,1152481.0
A002355,0.09245283018867835,37635.0
A002360,-0.10793650793650872,156143.0
A002365,,
A002380,0.05980528511822155,4022031.0
A002390,0.2571428571428566,415605.0
A002410,-0.31886792452830204,42904.0
A002420,0.2398648648648648,29917.0
A002450,-0.0838206627680314,212748.0
A002460,0.12222222222222374,188630.0
A002470,,
A002480,,
A002530,,
A002535,,
A002540,,
A002550,0.25430210325047786,
A002580,,
A002585,,
A002600,0.5737704918032791,172800.0
A002610,,
A002615,,
A002620,-0.3593185153369841,155569.0
A002630,-0.3552238805970154,176099.0
A002670,,
A002680,,
A002690,-0.13280212483399748,48975.0
A002700,-0.2292817679558019,99111.0
A002710,-0.23326572008113644,42227.0
A002720,0.18720432529848752,91680.0
A002740,,
A002745,,
A002760,-0.06735751295336767,64692.0
A002780,-0.2959558823529412,278351.0
A002785,-0.26480599046970704,2777.0
A002787,-0.17723509066135726,2314.0
A002790,0.06015037593984886,11626603.0
A002795,0.06352087114337676,377605.0
A002797,,
A002800,,
A002810,0.002832861189802266,291459.0
A002820,-0.2666666666666663,97082.0
A002840,0.07398568019093114,178411.0
A002850,,
A002855,,
A002857,,
A002860,,
A002870,-0.12085561497326336,28736.0
A002880,-0.36826347305389234,96926.0
A002900,-0.5699208443271769,106584.0
A002920,-0.19729425028184946,92373.0
A002930,,
A002940,,
A002950,,
A002955,,
A002957,,
A002960,-0.13318284424379348,499200.0
A002990,-0.01756198347107536,340929.0
A002995,0.23098591549295813,6386.0
A003000,-0.020746887966804864,1051722.0
A003010,-0.16164053075995127,44177.0
A003020,,
A003030,0.03887688984881147,577200.0
A003040,,
A003050,,
A003060,0.0472541507024271,346937.0
A003070,-0.12678571428571428,246558.0
A003075,0.6405529953917029,5568.0
A003079,,
A003080,0.07067137809187403,121321.0
A003090,1.1896571234581848,1125047.0
A003100,,
A003110,,
A003120,0.08943089430894248,356440.0
A003160,0.09032943676939324,161579.0
A003190,,
A003200,-0.10931174089068849,264000.0
A003220,0.11861795774647851,387728.0
A003230,1.3871763255240448,729196.0
A003240,0.39070749736008425,1466348.0
A003260,,
A003280,-0.3948428686543108,95913.0
A003300,0.8815789473684199,1078980.0
A003310,,
A003320,,
A003330,,
A003335,,
A003340,,
A003350,0.765996343692868,218896.0
A003380,,
A003410,0.2601351351351342,1879396.0
A003415,0.2933884297520667,4832.0
A003417,,
A003419,-0.1151315789473686,
A00341A,,
A00341D,,
A003430,,
A003450,,
A003457,,
A003460,0.03583061889250831,180314.0
A003465,0.04861111111111224,52779.0
A003470,0.23125996810207314,770369.0
A003475,0.1316964285714285,32732.0
A003480,-0.20198019801980155,119005.0
A003490,0.3164547116244698,3210491.0
A003495,0.33044839333394543,16051.0
A003497,,
A003520,-0.004535147392290677,1605798.0
A003530,0.2949640287769787,465595.0
A003535,0.29569892473118325,11568.0
A003540,0.3846153846153836,731137.0
A003545,0.2986301369863013,246480.0
A003547,0.30191458026509416,88400.0
A003550,0.5166666666666654,15702699.0
A003555,0.2727272727272716,164739.0
A003560,0.36193029490616613,368690.0
A003570,-0.19569892473118217,242901.0
A003580,-0.022857142857143468,81999.0
A003590,,
A003595,,
A003600,,
A003605,,
A003610,-0.11308203991130761,84628.0
A003620,-0.35107731305449874,706301.0
A003640,,
A003650,-0.09302325581395264,149264.0
A003660,,
A003670,,
A003680,-0.2089371980676326,35881.0
A003690,-0.03508771929824624,1324060.0
A003720,-0.2738853503184711,38760.0
A003780,-0.34085778781038384,37960.0
A003800,,
A003810,,
A003830,0.09569377990430643,152056.0
A003850,-0.22580645161290375,424320.0
A003900,,
A003905,,
A003920,-0.05040871934604918,501840.0
A003925,-0.08811475409836017,37082.0
A003930,,
A003940,,
A003945,,
A003960,0.35911602209944676,146630.0
A003965,,
A003980,,
A003985,,
A003990,,
A004000,1.1174551386623135,1674420.0
A004010,,
A004020,0.028070175438596395,7819923.0
A004025,,
A004060,-0.1903930131004366,187648.0
A004080,0.07766990291262185,106560.0
A004090,-0.06310679611650541,63227.0
A004100,-0.25764192139738046,62390.0
A004105,-0.23451327433628189,11418.0
A004110,,
A004130,1.1240310077519375,563772.0
A004135,0.3490959666203057,20952.0
A004137,,
A004140,-0.29828850855745737,46672.0
A004145,,
A004147,,
A004149,,
A004150,-0.3186567164179109,211633.0
A004155,,
A004170,0.7045454545454533,2953554.0
A004175,,
A004190,,
A004200,-0.0620031796502388,127145.0
A004230,,
A004250,-0.18944099378882023,191678.0
A004255,-0.14740368509212803,13438.0
A004270,0.17711171662125397,78218.0
A004290,,
A004295,,
A004310,-0.19886003799873403,121440.0
A004320,,
A004325,,
A004360,-0.16831683168316758,243289.0
A004365,-0.03499999999999981,28481.0
A004367,,
A004370,0.06466165413533687,2153255.0
A004380,1.0092592592592577,455700.0
A004390,,
A004410,0.6688311688311699,86714.0
A004415,2.30573248407643,11545.0
A004420,,
A004430,0.5789473684210558,648000.0
A004440,-0.35532994923857897,161696.0
A004450,0.14855875831485676,111597.0
A004460,,
A004465,,
A004490,-0.044117647058822936,500500.0
A004510,,
A004530,,
A004540,-0.2727272727272728,154921.0
A004545,-0.03779069767441904,6060.0
A004550,,
A004555,,
A004560,-0.0564516129032254,176422.0
A004565,-0.028138528138528577,4932.0
A004590,,
A004620,,
A004650,,
A004660,,
A004690,0.11330049261083835,458218.0
A004700,-0.041031652989449593,271950.0
A004710,0.08090614886731262,369235.0
A004720,-0.3362318840579712,129251.0
A004730,,
A004735,,
A004740,-0.9494324045407637,
A004770,-0.3029556650246299,84833.0
A004780,,
A004790,,
A004800,-0.041237113402061355,4898885.0
A004820,,
A004830,-0.42421875,57781.0
A004835,-0.007042253521127726,3925.0
A004837,,
A004840,-0.34744707347446985,149340.0
A004870,1.0390898483080517,248003.0
A004890,-0.19184652278177453,163459.0
A004910,-0.11013215859030902,129280.0
A004920,-0.149289099526067,32157.0
A004940,,
A004945,,
A004947,,
A004960,0.42767295597484356,244709.0
A004965,,
A004970,0.1384083044982701,263200.0
A004980,-0.19313304721030003,135408.0
A004985,0.016326530612244844,3664.0
A004987,0.338383838383837,2339.0
A004989,0.08397932816537478,2407.0
A004990,-0.05404030863569687,4796763.0
A00499K,-0.24095022624434384,66270.0
A005010,0.0032467532467523796,106893.0
A005030,-0.6501547987616105,30312.0
A005060,,
A005070,1.9941860465116301,251495.0
A005090,-0.3477611940298503,212138.0
A005110,-0.7119932432432434,58752.0
A005160,,
A005180,-0.010971786833855445,621613.0
A005190,-0.14728682170542715,88037.0
A005250,0.6491596638655466,1845857.0
A005255,-0.45052631578947416,
A005257,0.262910798122065,22757.0
A005270,,
A005280,,
A005290,,
A005300,-0.08770460575315839,1062331.0
A005305,-0.14992121403844322,43960.0
A005320,-0.23549655850540804,40532.0
A005330,,
A005350,,
A005360,-0.32941176470588224,53857.0
A005370,,
A005380,0.06849315068493154,34363131.0
A005385,-0.020898641588296643,2352805.0
A005387,0.026156941649897937,3836614.0
A005389,-0.05280528052805182,213382.0
A005390,-0.14457831325301193,153049.0
A005410,,
A005420,5.481481481481485,392659.0
A005430,0.2365339578454331,167184.0
A005440,-0.02922077922078067,1460682.0
A005450,-0.08539846674986648,34623.0
A005490,0.29126213592233235,28989623.0
A005500,0.03165467625899307,498315.0
A005560,,
A005580,,
A005600,,
A005605,,
A005610,-0.07669616519174002,1350440.0
A005620,0.4690476190476198,
A005670,,
A005680,0.074074074074073,261000.0
A005690,0.0982658959537554,332926.0
A005710,,
A005720,-0.06064356435643429,406399.0
A005725,0.060362173038229994,18975.0
A005740,0.0051254742727820275,224195.0
A005745,0.1799280638652515,8080.0
A005750,-0.2340936374549824,106369.0
A005760,,
A005770,,
A005790,,
A005795,,
A005797,,
A005800,-0.12536443148687998,135000.0
A005810,0.08247422680412321,411346.0
A005820,0.013129102844639064,50930.0
A005830,0.13920000000000038,5040960.0
A005850,0.13689095127610246,829695.0
A005860,,
A005870,-0.16176470588235245,160923.0
A005880,0.3284883720930225,558146.0
A005890,,
A005895,,
A005897,,
A005900,,
A005930,0.413984461709212,328942963.0
A005935,0.4584787159804607,38143712.0
A005940,0.44041450777202057,3911584.0
A005945,0.32100591715976,168518.0
A005950,-0.06441717791411103,232990.0
A005960,0.013039117352056168,210621.0
A005965,-0.11405835543766557,3770.0
A005980,-0.6128865979381445,96975.0
A005990,,
A006000,,
A006040,-0.07565337001375716,1130035.0
A006050,,
A006060,-0.019138755980862388,567030.0
A006070,,
A006090,-0.040293040293040115,123438.0
A006110,-0.18875000000000056,35695.0
A006120,0.2567064623713079,1883060.0
A006125,0.4945002391200398,114094.0
A006140,,
A006150,,
A006160,,
A006165,,
A006200,-0.13319011815252496,37770.0
A006210,,
A006220,-0.06413612565445019,158221.0
A006250,,
A006260,0.22259696458684589,2334500.0
A006280,0.4394904458598734,2641158.0
A006290,,
A006295,,
A006300,,
A006340,-0.15354330708661498,73215.0
A006345,-0.2699186991869919,5885.0
A006347,,
A006350,,
A006360,0.06792452830188671,2028409.0
A006370,-0.13309352517985626,130400.0
A006375,,
A006380,0.11470588235294052,303200.0
A006390,-0.4474637681159415,255568.0
A006400,0.8761467889908258,14062346.0
A006405,0.7124542124542119,151273.0
A006440,,
A006445,,
A006490,0.3196480938416425,196359.0
A006570,-0.09836065573770457,83738.0
A006580,,
A006600,,
A006605,,
A006610,,
A006620,,
A006650,-0.04355716878402838,1712750.0
A006660,0.008810572687223956,93046.0
A006730,,
A006740,-0.053833605220227336,64380.0
A006750,,
A006800,0.2692851087877921,6123448.0
A006805,0.12685714285714306,86284.0
A00680K,,
A006840,0.2232142857142843,907458.0
A006880,-0.1180981595092041,68016.0
A006890,-0.13047619047619036,52954.0
A006910,,
A006920,,
A006980,-0.09662576687116609,91001.0
A007050,,
A007070,-0.15336134453781536,3103100.0
A007090,,
A007091,,
A007100,,
A007110,-0.10830324909747305,95659.0
A007120,-0.5191111111111114,56041.0
A007150,,
A007160,0.06885758998435093,341500.0
A007190,0.07758620689655157,
A007195,,
A007197,0.08848314606741572,
A007200,,
A007210,-0.1416309012875531,274240.0
A007280,-0.23877917414721758,38204.0
A007310,0.2175226586102721,2772640.0
A007330,,
A007340,-0.20737304324096303,319308.0
A007360,,
A007365,,
A007367,,
A007369,,
A00736A,,
A00736B,,
A00736C,,
A00736D,,
A00736E,,
A007370,,
A007390,,
A007410,,
A007420,,
A007460,3.961832061068708,647072.0
A007480,,
A007490,,
A007530,,
A007540,-0.17823129251700684,86849.0
A007570,-0.07442977190876252,734223.0
A007575,0.015873015873015883,11394.0
A007590,-0.04240766073871483,95323.0
A007595,,
A007610,-0.2798634812286701,56970.0
A007630,1.3469387755102016,174392.0
A007640,,
A007641,,
A007660,-0.0035377358490555158,174359.0
A007680,,
A007690,0.14936247723133,366650.0
A007700,1.4040114613180508,646030.0
A007720,,
A007721,,
A007770,,
A007800,,
A007810,0.16299559471365685,311794.0
A007815,0.1438356164383561,14853.0
A00781K,-0.005464480874317401,4279.0
A007820,,
A007830,,
A007840,,
A007860,-0.31214953271028006,172812.0
A007910,,
A007930,,
A007980,-0.09884467265725246,172983.0
A008000,0.02337662337662215,913368.0
A008020,,
A008030,,
A008040,-0.14545454545454578,199014.0
A008060,0.20833333333333282,481132.0
A008110,-0.1340540540540541,42014.0
A008120,,
A008250,-0.16123348017621097,89236.0
A008260,-0.0653907496012745,83291.0
A008270,,
A008290,,
A008320,,
A008340,,
A008350,-0.16806722689075634,109077.0
A008355,0.07040572792362759,2762.0
A008370,,
A008400,,
A008405,,
A008420,0.03656307129798936,58127.0
A008440,,
A008470,,
A008480,,
A008485,,
A008490,-0.11978465679677039,378310.0
A008500,-0.14579759862778718,29880.0
A008530,,
A008540,,
A008560,0.3222543352601159,2770808.0
A008600,-0.49136577708006324,92340.0
A008640,,
A008670,,
A008675,,
A008690,,
A008700,0.9213973799126652,169675.0
A008705,,
A008720,,
A008730,0.5088967971530253,525760.0
A008750,,
A008770,0.7632398753894065,3332165.0
A008775,0.6704361873990314,38872.0
A008780,,
A008800,,
A008830,,
A008870,-0.20270270270270113,70800.0
A008900,,
A008920,,
A008930,0.9744565797431396,6913066.0
A008970,-0.3462450592885384,72145.0
A008975,,
A008980,,
A008985,,
A008990,,
A009010,,
A009050,,
A009070,-0.22775263951734584,76800.0
A009080,,
A009085,,
A009140,-0.12638580931263863,30945.0
A009150,0.9685039370078748,7469370.0
A009155,0.7410881801125697,134884.0
A009160,-0.12869198312236366,120121.0
A009180,-0.2612612612612615,33779.0
A009190,-0.21472392638036752,39417.0
A009200,-0.0773584905660375,101735.0
A009220,,
A009240,-0.09547738693467321,4236107.0
A009270,0.3291536050156724,134203.0
A009275,1.908163265306122,5172.0
A009280,,
A009290,0.02699530516431864,458682.0
A009300,,
A009310,-1.5551795962132064e-15,131337.0
A009320,0.6964856230031935,126501.0
A009330,,
A009335,,
A009337,,
A009360,,
A009380,,
A009385,,
A009410,0.9003690036900328,786920.0
A009415,-0.18780096308186175,12941.0
A009420,0.85551330798479,1274672.0
A009440,-0.3103448275862074,116662.0
A009450,0.1916376306620218,653537.0
A009460,-0.11790393013100382,60264.0
A009470,2.2972972972973005,121033.0
A009520,,
A009540,-0.27407810915913794,5694875.0
A009580,0.1197530864197518,282840.0
A009620,,
A009680,-0.0054054054054054786,303600.0
A009690,,
A009720,,
A009730,,
A009760,,
A009770,-0.07254464285714245,103874.0
A009780,,
A009790,,
A009795,,
A009810,-0.4717171717171725,35423.0
A009815,,
A009830,0.27935222672064813,5207976.0
A009835,0.2851562499999999,18485.0
A009837,,
A009840,,
A009890,,
A009895,,
A009897,,
A009940,,
A009970,-0.06722689075630281,756775.0
A010040,-0.04133545310015816,68934.0
A010050,-0.23493975903614395,240895.0
A010060,0.7280813214739497,3243514.0
A010090,,
A010095,,
A010100,-0.27205882352941174,60292.0
A010110,,
A010120,0.6377358490566027,1953000.0
A010130,0.03789473684210406,9302910.0
A010140,-0.2075217444566955,2858700.0
A010145,0.0790381045000425,4312.0
A010150,,
A010170,,
A010200,,
A010240,,
A010280,,
A010330,,
A010420,-0.30769230769230793,29510.0
A010460,,
A010470,,
A010510,,
A010520,,
A010580,-0.38389513108614304,29613.0
A010600,0.7855361596009982,54595.0
A010620,0.171130952380954,1574000.0
A010640,-0.30063965884861366,16400.0
A010660,0.004629629629630016,47740.0
A010670,,
A010690,-0.33513931888544907,149983.0
A010730,,
A010770,-0.052413793103448604,50238.0
A010780,-0.2188552188552199,1072764.0
A010810,,
A010820,-0.12582781456953746,154324.0
A010950,0.38134592680047186,13172187.0
A010955,0.7678571428571448,398171.0
A010960,0.3057142857142842,114250.0
A011000,-0.4526764215595475,125139.0
A011020,,
A011040,,
A011050,,
A011070,0.6289592760180998,3408063.0
A011080,,
A011090,-0.2025586353944572,112184.0
A011150,-0.17146974063400677,103301.0
A011155,0.5427728613569314,5230.0
A011160,-0.20054200542005388,181674.0
A011170,-0.0027100271002707455,12613354.0
A011200,-0.1674958540630193,1565265.0
A011210,-0.10958904109589063,1767680.0
A011230,-0.08848139576286275,24361.0
A011260,,
A011280,-0.21360759493670906,175953.0
A011290,,
A011300,-0.3062568605927555,35934.0
A011320,,
A011321,,
A011330,-0.17034700315457407,67039.0
A011370,,
A011390,-0.2515802781289509,31258.0
A011400,,
A011420,0.3811764705882365,80858.0
A011450,,
A011500,-0.350699844479005,65285.0
A011510,,
A011560,,
A011650,,
A011690,0.3519061583577699,241251.0
A011700,0.30252100840336227,125729.0
A011720,,
A011760,-0.10958904109589067,257965.0
A011780,0.21341463414634135,3031535.0
A011785,0.22696245733788284,108694.0
A011790,0.42424242424242387,1764124.0
A011800,,
A011810,0.4367469879518073,426019.0
A011815,,
A011840,,
A011870,,
A011890,,
A011930,-0.13348416289592835,331283.0
A012010,,
A012030,-0.10354223433242442,122346.0
A012090,,
A012095,,
A012160,-0.2126984126984135,106425.0
A012170,-0.33761467889908214,113152.0
A012200,-0.10515873015873033,147026.0
A012205,-0.06138107416879765,5138.0
A012250,,
A012260,,
A012265,,
A012270,,
A012280,-0.27296587926509286,62950.0
A012320,-0.4684025964336346,101105.0
A012330,-0.0037878787878798097,25601436.0
A012335,,
A012337,,
A012340,,
A012350,,
A012400,,
A012405,,
A012410,,
A012420,,
A012450,-0.18181818181818238,1869930.0
A012460,,
A012510,0.552447552447552,988101.0
A012580,,
A012600,-0.34035827186512096,26218.0
A012610,0.16232464929859863,234299.0
A012620,,
A012630,-0.1423804226918791,2906060.0
A012650,,
A012655,,
A012670,,
A012690,-0.27631578947368446,181028.0
A012700,,
A012710,,
A012720,,
A012750,0.22006841505131103,4065912.0
A012760,,
A012790,,
A012800,0.058174523570713996,96153.0
A012805,,
A012860,,
A012990,,
A013000,-0.1891891891891892,42643.0
A013005,,
A013030,,
A013090,,
A013095,,
A013097,,
A013120,,
A013200,,
A013240,,
A013250,,
A013255,,
A013310,,
A013320,,
A013340,,
A013360,0.17045454545454475,55006.0
A013365,,
A013367,0.07160194174757253,2743.0
A013450,,
A013520,-0.21907600596125262,169150.0
A013570,-0.0930888575458392,169235.0
A013580,0.22695035460992993,154505.0
A013630,,
A013635,,
A013650,,
A013700,-0.08597285067873355,45604.0
A013720,,
A013780,,
A013810,,
A013850,,
A013870,0.6828282828282826,158872.0
A013890,,
A013900,,
A013990,,
A014010,,
A014015,,
A014040,,
A014045,,
A014047,,
A014080,,
A014090,,
A014100,,
A014130,-0.40641711229946553,53280.0
A014160,-0.10106382978723388,90064.0
A014190,,
A014200,,
A014280,-0.26598465473145766,139366.0
A014285,-0.14385150812064948,4353.0
A014300,,
A014350,,
A014420,,
A014440,-0.2496147919876736,97400.0
A014470,,
A014530,0.03975535168195706,118556.0
A014570,,
A014580,-0.041522491349481216,76405.0
A014590,,
A014620,,
A014680,-0.12965186074429744,818902.0
A014710,-0.15573770491803285,106411.0
A014740,,
A014745,,
A014790,-0.04454865181711568,148717.0
A014820,-0.212730318257956,1204070.0
A014825,-0.0018587360594786641,7125.0
A014827,,
A014830,0.041387024608501265,413822.0
A014900,,
A014910,-0.7828431372549024,39266.0
A014915,-0.7476190476190478,4770.0
A014940,,
A014970,,
A014990,-0.40624999999999906,61585.0
A015020,-0.5304843304843313,35310.0
A015050,,
A015060,,
A015110,,
A015150,,
A015170,,
A015200,,
A015230,0.21237113402061902,117600.0
A015260,-0.6865351629502574,42405.0
A015265,,
A015350,0.011220196353436108,396550.0
A015360,0.021563342318058468,227400.0
A015370,,
A015390,,
A015540,-0.4256637168141592,28220.0
A015545,,
A015580,,
A015585,,
A015590,-0.3786213786213788,71191.0
A015620,,
A015650,,
A015670,,
A015675,,
A015710,,
A015750,,
A015760,-0.13393870601589034,24490930.0
A015860,-0.19040247678018624,258087.0
A015880,,
A015890,0.08108108108108235,151990.0
A015940,,
A016040,,
A016090,-0.34813925570228044,122941.0
A016100,,
A016140,,
A016160,,
A016167,,
A016170,,
A016250,,
A016360,0.19032132171198124,3268380.0
A016365,,
A016367,,
A016380,-0.4900343642611687,185501.0
A016385,-0.3496732026143794,3191.0
A016390,,
A016395,,
A016397,,
A016420,,
A016450,0.03365384615384584,430000.0
A016510,,
A016550,,
A016555,,
A016560,,
A016570,,
A016575,,
A016580,0.40378548895899036,413852.0
A016590,0.43415637860082257,139159.0
A016600,,
A016610,0.23611111111110955,169998.0
A016670,,
A016710,-0.206000000000001,127750.0
A016740,0.30594594594594543,110145.0
A016800,-8.86443696224148e-16,379500.0
A016830,,
A01683C,,
A016880,-0.20707964601769843,162797.0
A016890,,
A016920,,
A016970,,
A016975,,
A016990,,
A017000,,
A017010,,
A017040,-0.20552147239263754,112244.0
A017050,,
A017090,,
A017120,,
A017160,,
A017170,,
A017180,0.1118496012153435,143519.0
A017210,,
A017211,,
A017250,,
A017300,,
A017320,,
A017325,,
A017370,1.2071713147410361,152190.0
A017390,0.14720194647201926,471500.0
A017480,,
A017510,,
A017550,-0.30024813895781627,76119.0
A017555,,
A017620,,
A017650,,
A017670,0.1919642857142855,21559105.0
A017680,,
A017740,,
A017800,-0.0522648083623705,1340009.0
A017810,0.22419928825622817,655164.0
A017890,,
A017900,0.19354838709677313,160794.0
A017940,-0.09250398724082913,390334.0
A017960,-0.11404958677685927,235630.0
A018000,,
A018020,,
A018120,,
A018180,,
A018250,,
A018260,0.43369175627240186,15475560.0
A018290,,
A018310,,
A018360,,
A018365,,
A018410,,
A018415,,
A018417,,
A018470,-0.3076923076923086,78300.0
A018500,-0.03052008720025106,120089.0
A018550,,
A018570,,
A018590,,
A018620,,
A018670,-0.2662865688382088,844729.0
A018680,,
A018700,,
A018720,,
A018880,0.349514563106796,7419820.0
A018890,,
A019010,,
A019120,,
A019170,0.2924369747899162,407455.0
A019175,0.1606922126081586,10329.0
A019180,-0.23318385650224308,30780.0
A019210,,
A019260,,
A019300,,
A019430,,
A019440,-0.10666666666666705,172257.0
A019490,-0.21157495256166964,22980.0
A019540,,
A019550,,
A019560,,
A019570,,
A019590,,
A019640,,
A019660,,
A019680,0.008610086100859725,694563.0
A019685,-0.025291828793775673,97329.0
A019770,,
A019930,,
A019990,,
A020000,-0.09756097560975696,774614.0
A020070,,
A020075,,
A020120,-0.10286677908937612,42115.0
A020150,1.8357766918406642,1761800.0
A020180,,
A020400,,
A020490,,
A020560,0.07464454976303356,930742.0
A020710,,
A020760,0.4836223506743733,218021.0
A020860,,
