,u_cd,trd_dt,gicode,u_nm
639,I.019,20171228,A044450,코스피 운수창고
640,I.019,20171228,A084670,코스피 운수창고
641,I.019,20171228,A086280,코스피 운수창고
642,I.019,20171228,A089590,코스피 운수창고
643,I.019,20171228,A129260,코스피 운수창고
644,I.019,20171228,A272450,코스피 운수창고
645,I.020,20171228,A006490,코스피 통신업
646,I.020,20171228,A017670,코스피 통신업
647,I.020,20171228,A030200,코스피 통신업
648,I.020,20171228,A032640,코스피 통신업
649,I.021,20171228,A000030,코스피 금융업
650,I.021,20171228,A000060,코스피 금융업
651,I.021,20171228,A000070,코스피 금융업
652,I.021,20171228,A000075,코스피 금융업
653,I.021,20171228,A000140,코스피 금융업
654,I.021,20171228,A000145,코스피 금융업
655,I.021,20171228,A000230,코스피 금융업
656,I.021,20171228,A000240,코스피 금융업
657,I.021,20171228,A000320,코스피 금융업
658,I.021,20171228,A000325,코스피 금융업
659,I.021,20171228,A000370,코스피 금융업
660,I.021,20171228,A000400,코스피 금융업
661,I.021,20171228,A000540,코스피 금융업
662,I.021,20171228,A000545,코스피 금융업
663,I.021,20171228,A000547,코스피 금융업
664,I.021,20171228,A000590,코스피 금융업
665,I.021,20171228,A000640,코스피 금융업
666,I.021,20171228,A000810,코스피 금융업
667,I.021,20171228,A000815,코스피 금융업
668,I.021,20171228,A001040,코스피 금융업
669,I.021,20171228,A001045,코스피 금융업
670,I.021,20171228,A001200,코스피 금융업
671,I.021,20171228,A001270,코스피 금융업
672,I.021,20171228,A001275,코스피 금융업
673,I.021,20171228,A001290,코스피 금융업
674,I.021,20171228,A001450,코스피 금융업
675,I.021,20171228,A001500,코스피 금융업
676,I.021,20171228,A001510,코스피 금융업
677,I.021,20171228,A001515,코스피 금융업
678,I.021,20171228,A001630,코스피 금융업
679,I.021,20171228,A001720,코스피 금융업
680,I.021,20171228,A001725,코스피 금융업
681,I.021,20171228,A001750,코스피 금융업
682,I.021,20171228,A001755,코스피 금융업
683,I.021,20171228,A001940,코스피 금융업
684,I.021,20171228,A002020,코스피 금융업
685,I.021,20171228,A002025,코스피 금융업
686,I.021,20171228,A002790,코스피 금융업
687,I.021,20171228,A002795,코스피 금융업
688,I.021,20171228,A003090,코스피 금융업
689,I.021,20171228,A003460,코스피 금융업
690,I.021,20171228,A003465,코스피 금융업
691,I.021,20171228,A003470,코스피 금융업
692,I.021,20171228,A003475,코스피 금융업
693,I.021,20171228,A003480,코스피 금융업
694,I.021,20171228,A003530,코스피 금융업
695,I.021,20171228,A003535,코스피 금융업
696,I.021,20171228,A003540,코스피 금융업
697,I.021,20171228,A003545,코스피 금융업
698,I.021,20171228,A003547,코스피 금융업
699,I.021,20171228,A003550,코스피 금융업
700,I.021,20171228,A003555,코스피 금융업
701,I.021,20171228,A003690,코스피 금융업
702,I.021,20171228,A004150,코스피 금융업
703,I.021,20171228,A004840,코스피 금융업
704,I.021,20171228,A005720,코스피 금융업
705,I.021,20171228,A005725,코스피 금융업
706,I.021,20171228,A005740,코스피 금융업
707,I.021,20171228,A005745,코스피 금융업
708,I.021,20171228,A005810,코스피 금융업
709,I.021,20171228,A005830,코스피 금융업
710,I.021,20171228,A005940,코스피 금융업
711,I.021,20171228,A005945,코스피 금융업
712,I.021,20171228,A006200,코스피 금융업
713,I.021,20171228,A006220,코스피 금융업
714,I.021,20171228,A006260,코스피 금융업
715,I.021,20171228,A006800,코스피 금융업
716,I.021,20171228,A006805,코스피 금융업
717,I.021,20171228,A006840,코스피 금융업
718,I.021,20171228,A006880,코스피 금융업
719,I.021,20171228,A007540,코스피 금융업
720,I.021,20171228,A007860,코스피 금융업
721,I.021,20171228,A008560,코스피 금융업
722,I.021,20171228,A008930,코스피 금융업
723,I.021,20171228,A009440,코스피 금융업
724,I.021,20171228,A009970,코스피 금융업
725,I.021,20171228,A010050,코스피 금융업
726,I.021,20171228,A010770,코스피 금융업
727,I.021,20171228,A012320,코스피 금융업
728,I.021,20171228,A013570,코스피 금융업
729,I.021,20171228,A015860,코스피 금융업
730,I.021,20171228,A016360,코스피 금융업
731,I.021,20171228,A016450,코스피 금융업
732,I.021,20171228,A016610,코스피 금융업
733,I.021,20171228,A016880,코스피 금융업
734,I.021,20171228,A017810,코스피 금융업
735,I.021,20171228,A024110,코스피 금융업
736,I.021,20171228,A024720,코스피 금융업
737,I.021,20171228,A025530,코스피 금융업
738,I.021,20171228,A029780,코스피 금융업
739,I.021,20171228,A030210,코스피 금융업
740,I.021,20171228,A030610,코스피 금융업
741,I.021,20171228,A032830,코스피 금융업
742,I.021,20171228,A033660,코스피 금융업
743,I.021,20171228,A034310,코스피 금융업
744,I.021,20171228,A034730,코스피 금융업
745,I.021,20171228,A03473K,코스피 금융업
746,I.021,20171228,A034830,코스피 금융업
747,I.021,20171228,A036530,코스피 금융업
748,I.021,20171228,A039490,코스피 금융업
749,I.021,20171228,A044820,코스피 금융업
750,I.021,20171228,A055550,코스피 금융업
751,I.021,20171228,A058650,코스피 금융업
752,I.021,20171228,A060980,코스피 금융업
753,I.021,20171228,A071050,코스피 금융업
754,I.021,20171228,A071055,코스피 금융업
755,I.021,20171228,A072710,코스피 금융업
756,I.021,20171228,A078930,코스피 금융업
757,I.021,20171228,A078935,코스피 금융업
758,I.021,20171228,A079440,코스피 금융업
759,I.021,20171228,A082640,코스피 금융업
760,I.021,20171228,A084690,코스피 금융업
761,I.021,20171228,A084695,코스피 금융업
762,I.021,20171228,A085620,코스피 금융업
763,I.021,20171228,A086790,코스피 금융업
764,I.021,20171228,A088350,코스피 금융업
765,I.021,20171228,A088980,코스피 금융업
766,I.021,20171228,A092230,코스피 금융업
767,I.021,20171228,A096760,코스피 금융업
768,I.021,20171228,A096770,코스피 금융업
769,I.021,20171228,A096775,코스피 금융업
770,I.021,20171228,A100250,코스피 금융업
771,I.021,20171228,A101060,코스피 금융업
772,I.021,20171228,A105560,코스피 금융업
773,I.021,20171228,A107590,코스피 금융업
774,I.021,20171228,A123890,코스피 금융업
775,I.021,20171228,A138040,코스피 금융업
776,I.021,20171228,A138930,코스피 금융업
777,I.021,20171228,A139130,코스피 금융업
778,I.021,20171228,A175330,코스피 금융업
779,I.021,20171228,A180640,코스피 금융업
780,I.021,20171228,A18064K,코스피 금융업
781,I.021,20171228,A192530,코스피 금융업
782,I.021,20171228,A229640,코스피 금융업
783,I.021,20171228,A241560,코스피 금융업
784,I.021,20171228,A241590,코스피 금융업
785,I.021,20171228,A267250,코스피 금융업
786,I.022,20171228,A000030,코스피 은행
787,I.022,20171228,A006220,코스피 은행
788,I.022,20171228,A024110,코스피 은행
789,I.022,20171228,A192530,코스피 은행
790,I.024,20171228,A001200,코스피 증권
791,I.024,20171228,A001270,코스피 증권
792,I.024,20171228,A001275,코스피 증권
793,I.024,20171228,A001290,코스피 증권
794,I.024,20171228,A001500,코스피 증권
795,I.024,20171228,A001510,코스피 증권
796,I.024,20171228,A001515,코스피 증권
797,I.024,20171228,A001720,코스피 증권
798,I.024,20171228,A001725,코스피 증권
799,I.024,20171228,A001750,코스피 증권
800,I.024,20171228,A001755,코스피 증권
801,I.024,20171228,A003460,코스피 증권
802,I.024,20171228,A003465,코스피 증권
803,I.024,20171228,A003470,코스피 증권
804,I.024,20171228,A003475,코스피 증권
805,I.024,20171228,A003530,코스피 증권
806,I.024,20171228,A003535,코스피 증권
807,I.024,20171228,A003540,코스피 증권
808,I.024,20171228,A003545,코스피 증권
809,I.024,20171228,A003547,코스피 증권
810,I.024,20171228,A005940,코스피 증권
811,I.024,20171228,A005945,코스피 증권
812,I.024,20171228,A006800,코스피 증권
813,I.024,20171228,A006805,코스피 증권
814,I.024,20171228,A008560,코스피 증권
815,I.024,20171228,A016360,코스피 증권
816,I.024,20171228,A016610,코스피 증권
817,I.024,20171228,A030210,코스피 증권
818,I.024,20171228,A030610,코스피 증권
819,I.024,20171228,A039490,코스피 증권
820,I.025,20171228,A000060,코스피 보험
821,I.025,20171228,A000370,코스피 보험
822,I.025,20171228,A000400,코스피 보험
823,I.025,20171228,A000540,코스피 보험
824,I.025,20171228,A000545,코스피 보험
825,I.025,20171228,A000547,코스피 보험
826,I.025,20171228,A000810,코스피 보험
827,I.025,20171228,A000815,코스피 보험
828,I.025,20171228,A001450,코스피 보험
829,I.025,20171228,A003690,코스피 보험
830,I.025,20171228,A005830,코스피 보험
831,I.025,20171228,A032830,코스피 보험
832,I.025,20171228,A079440,코스피 보험
833,I.025,20171228,A082640,코스피 보험
834,I.025,20171228,A085620,코스피 보험
835,I.025,20171228,A088350,코스피 보험
836,I.026,20171228,A000150,코스피 서비스업
837,I.026,20171228,A000155,코스피 서비스업
838,I.026,20171228,A000157,코스피 서비스업
839,I.026,20171228,A000180,코스피 서비스업
840,I.026,20171228,A000700,코스피 서비스업
841,I.026,20171228,A002030,코스피 서비스업
842,I.026,20171228,A002150,코스피 서비스업
843,I.026,20171228,A002420,코스피 서비스업
844,I.026,20171228,A002620,코스피 서비스업
845,I.026,20171228,A003560,코스피 서비스업
846,I.026,20171228,A005250,코스피 서비스업
847,I.026,20171228,A005257,코스피 서비스업
848,I.026,20171228,A007120,코스피 서비스업
849,I.026,20171228,A011420,코스피 서비스업
850,I.026,20171228,A012030,코스피 서비스업
851,I.026,20171228,A012510,코스피 서비스업
852,I.026,20171228,A012750,코스피 서비스업
853,I.026,20171228,A015020,코스피 서비스업
854,I.026,20171228,A015540,코스피 서비스업
855,I.026,20171228,A016710,코스피 서비스업
856,I.026,20171228,A018260,코스피 서비스업
857,I.026,20171228,A019680,코스피 서비스업
858,I.026,20171228,A019685,코스피 서비스업
859,I.026,20171228,A020120,코스피 서비스업
860,I.026,20171228,A021240,코스피 서비스업
861,I.026,20171228,A023350,코스피 서비스업
862,I.026,20171228,A023590,코스피 서비스업
863,I.026,20171228,A028050,코스피 서비스업
864,I.026,20171228,A030000,코스피 서비스업
865,I.026,20171228,A030790,코스피 서비스업
866,I.026,20171228,A031440,코스피 서비스업
867,I.026,20171228,A031820,코스피 서비스업
868,I.026,20171228,A032350,코스피 서비스업
869,I.026,20171228,A034120,코스피 서비스업
870,I.026,20171228,A035000,코스피 서비스업
871,I.026,20171228,A035250,코스피 서비스업
872,I.026,20171228,A035420,코스피 서비스업
873,I.026,20171228,A035510,코스피 서비스업
874,I.026,20171228,A035720,코스피 서비스업
875,I.026,20171228,A036570,코스피 서비스업
876,I.026,20171228,A037270,코스피 서비스업
877,I.026,20171228,A037560,코스피 서비스업
878,I.026,20171228,A039130,코스피 서비스업
879,I.026,20171228,A052690,코스피 서비스업
880,I.026,20171228,A053210,코스피 서비스업
881,I.026,20171228,A053690,코스피 서비스업
882,I.026,20171228,A058850,코스피 서비스업
883,I.026,20171228,A058860,코스피 서비스업
884,I.026,20171228,A068290,코스피 서비스업
885,I.026,20171228,A068400,코스피 서비스업
886,I.026,20171228,A070960,코스피 서비스업
887,I.026,20171228,A072130,코스피 서비스업
888,I.026,20171228,A078000,코스피 서비스업
889,I.026,20171228,A079160,코스피 서비스업
890,I.026,20171228,A083370,코스피 서비스업
891,I.026,20171228,A083380,코스피 서비스업
892,I.026,20171228,A084680,코스피 서비스업
893,I.026,20171228,A094280,코스피 서비스업
894,I.026,20171228,A095570,코스피 서비스업
895,I.026,20171228,A095720,코스피 서비스업
896,I.026,20171228,A100220,코스피 서비스업
897,I.026,20171228,A102260,코스피 서비스업
898,I.026,20171228,A114090,코스피 서비스업
899,I.026,20171228,A126560,코스피 서비스업
900,I.026,20171228,A130660,코스피 서비스업
901,I.026,20171228,A140890,코스피 서비스업
902,I.026,20171228,A140910,코스피 서비스업
903,I.026,20171228,A145270,코스피 서비스업
904,I.026,20171228,A153360,코스피 서비스업
905,I.026,20171228,A155900,코스피 서비스업
906,I.026,20171228,A159650,코스피 서비스업
907,I.026,20171228,A172580,코스피 서비스업
908,I.026,20171228,A181710,코스피 서비스업
909,I.026,20171228,A204210,코스피 서비스업
910,I.026,20171228,A210980,코스피 서비스업
911,I.026,20171228,A214320,코스피 서비스업
912,I.026,20171228,A251270,코스피 서비스업
913,I.027,20171228,A000020,코스피 제조업
914,I.027,20171228,A000040,코스피 제조업
915,I.027,20171228,A000050,코스피 제조업
916,I.027,20171228,A000080,코스피 제조업
917,I.027,20171228,A000087,코스피 제조업
918,I.027,20171228,A000100,코스피 제조업
919,I.027,20171228,A000105,코스피 제조업
920,I.027,20171228,A000220,코스피 제조업
921,I.027,20171228,A000225,코스피 제조업
922,I.027,20171228,A000227,코스피 제조업
923,I.027,20171228,A000270,코스피 제조업
924,I.027,20171228,A000300,코스피 제조업
925,I.027,20171228,A000390,코스피 제조업
926,I.027,20171228,A000430,코스피 제조업
927,I.027,20171228,A000480,코스피 제조업
928,I.027,20171228,A000490,코스피 제조업
929,I.027,20171228,A000500,코스피 제조업
930,I.027,20171228,A000520,코스피 제조업
931,I.027,20171228,A000660,코스피 제조업
932,I.027,20171228,A000670,코스피 제조업
933,I.027,20171228,A000850,코스피 제조업
934,I.027,20171228,A000860,코스피 제조업
935,I.027,20171228,A000880,코스피 제조업
936,I.027,20171228,A000885,코스피 제조업
937,I.027,20171228,A00088K,코스피 제조업
938,I.027,20171228,A000890,코스피 제조업
939,I.027,20171228,A000910,코스피 제조업
940,I.027,20171228,A000950,코스피 제조업
941,I.027,20171228,A000970,코스피 제조업
942,I.027,20171228,A000990,코스피 제조업
943,I.027,20171228,A000995,코스피 제조업
944,I.027,20171228,A001020,코스피 제조업
945,I.027,20171228,A001060,코스피 제조업
946,I.027,20171228,A001065,코스피 제조업
947,I.027,20171228,A001067,코스피 제조업
948,I.027,20171228,A001070,코스피 제조업
949,I.027,20171228,A001080,코스피 제조업
950,I.027,20171228,A001130,코스피 제조업
951,I.027,20171228,A001210,코스피 제조업
952,I.027,20171228,A001230,코스피 제조업
953,I.027,20171228,A001340,코스피 제조업
954,I.027,20171228,A001360,코스피 제조업
955,I.027,20171228,A001380,코스피 제조업
956,I.027,20171228,A001390,코스피 제조업
957,I.027,20171228,A001420,코스피 제조업
958,I.027,20171228,A001430,코스피 제조업
959,I.027,20171228,A001440,코스피 제조업
960,I.027,20171228,A001460,코스피 제조업
961,I.027,20171228,A001465,코스피 제조업
962,I.027,20171228,A001520,코스피 제조업
963,I.027,20171228,A001525,코스피 제조업
964,I.027,20171228,A001527,코스피 제조업
965,I.027,20171228,A001529,코스피 제조업
966,I.027,20171228,A001530,코스피 제조업
967,I.027,20171228,A001550,코스피 제조업
968,I.027,20171228,A001560,코스피 제조업
969,I.027,20171228,A001570,코스피 제조업
970,I.027,20171228,A001620,코스피 제조업
971,I.027,20171228,A001680,코스피 제조업
972,I.027,20171228,A001685,코스피 제조업
973,I.027,20171228,A001770,코스피 제조업
974,I.027,20171228,A001780,코스피 제조업
975,I.027,20171228,A001790,코스피 제조업
976,I.027,20171228,A001795,코스피 제조업
977,I.027,20171228,A001799,코스피 제조업
978,I.027,20171228,A001800,코스피 제조업
979,I.027,20171228,A001820,코스피 제조업
980,I.027,20171228,A002000,코스피 제조업
981,I.027,20171228,A002005,코스피 제조업
982,I.027,20171228,A002070,코스피 제조업
983,I.027,20171228,A002100,코스피 제조업
984,I.027,20171228,A002140,코스피 제조업
985,I.027,20171228,A002170,코스피 제조업
986,I.027,20171228,A002200,코스피 제조업
987,I.027,20171228,A002210,코스피 제조업
988,I.027,20171228,A002220,코스피 제조업
989,I.027,20171228,A002240,코스피 제조업
990,I.027,20171228,A002250,코스피 제조업
991,I.027,20171228,A002270,코스피 제조업
992,I.027,20171228,A002300,코스피 제조업
993,I.027,20171228,A002310,코스피 제조업
994,I.027,20171228,A002350,코스피 제조업
995,I.027,20171228,A002355,코스피 제조업
996,I.027,20171228,A002360,코스피 제조업
997,I.027,20171228,A002380,코스피 제조업
998,I.027,20171228,A002390,코스피 제조업
999,I.027,20171228,A002450,코스피 제조업
1000,I.027,20171228,A002600,코스피 제조업
1001,I.027,20171228,A002630,코스피 제조업
1002,I.027,20171228,A002690,코스피 제조업
1003,I.027,20171228,A002710,코스피 제조업
1004,I.027,20171228,A002720,코스피 제조업
1005,I.027,20171228,A002760,코스피 제조업
1006,I.027,20171228,A002820,코스피 제조업
1007,I.027,20171228,A002840,코스피 제조업
1008,I.027,20171228,A002870,코스피 제조업
1009,I.027,20171228,A002880,코스피 제조업
1010,I.027,20171228,A002900,코스피 제조업
1011,I.027,20171228,A002920,코스피 제조업
1012,I.027,20171228,A002960,코스피 제조업
1013,I.027,20171228,A003000,코스피 제조업
1014,I.027,20171228,A003030,코스피 제조업
1015,I.027,20171228,A003060,코스피 제조업
1016,I.027,20171228,A003080,코스피 제조업
1017,I.027,20171228,A003120,코스피 제조업
1018,I.027,20171228,A003160,코스피 제조업
1019,I.027,20171228,A003200,코스피 제조업
1020,I.027,20171228,A003220,코스피 제조업
1021,I.027,20171228,A003230,코스피 제조업
1022,I.027,20171228,A003240,코스피 제조업
1023,I.027,20171228,A003300,코스피 제조업
1024,I.027,20171228,A003350,코스피 제조업
1025,I.027,20171228,A003410,코스피 제조업
1026,I.027,20171228,A003415,코스피 제조업
1027,I.027,20171228,A003520,코스피 제조업
1028,I.027,20171228,A003570,코스피 제조업
1029,I.027,20171228,A003610,코스피 제조업
1030,I.027,20171228,A003620,코스피 제조업
1031,I.027,20171228,A003650,코스피 제조업
1032,I.027,20171228,A003680,코스피 제조업
1033,I.027,20171228,A003720,코스피 제조업
1034,I.027,20171228,A003780,코스피 제조업
1035,I.027,20171228,A003830,코스피 제조업
1036,I.027,20171228,A003850,코스피 제조업
1037,I.027,20171228,A003920,코스피 제조업
1038,I.027,20171228,A003925,코스피 제조업
1039,I.027,20171228,A003960,코스피 제조업
1040,I.027,20171228,A004000,코스피 제조업
1041,I.027,20171228,A004020,코스피 제조업
1042,I.027,20171228,A004090,코스피 제조업
1043,I.027,20171228,A004100,코스피 제조업
1044,I.027,20171228,A004105,코스피 제조업
1045,I.027,20171228,A004130,코스피 제조업
1046,I.027,20171228,A004135,코스피 제조업
1047,I.027,20171228,A004250,코스피 제조업
1048,I.027,20171228,A004255,코스피 제조업
1049,I.027,20171228,A004310,코스피 제조업
1050,I.027,20171228,A004370,코스피 제조업
1051,I.027,20171228,A004380,코스피 제조업
1052,I.027,20171228,A004410,코스피 제조업
1053,I.027,20171228,A004415,코스피 제조업
1054,I.027,20171228,A004430,코스피 제조업
1055,I.027,20171228,A004440,코스피 제조업
1056,I.027,20171228,A004450,코스피 제조업
1057,I.027,20171228,A004490,코스피 제조업
1058,I.027,20171228,A004540,코스피 제조업
1059,I.027,20171228,A004545,코스피 제조업
1060,I.027,20171228,A004560,코스피 제조업
1061,I.027,20171228,A004565,코스피 제조업
1062,I.027,20171228,A004700,코스피 제조업
1063,I.027,20171228,A004710,코스피 제조업
1064,I.027,20171228,A004720,코스피 제조업
1065,I.027,20171228,A004770,코스피 제조업
1066,I.027,20171228,A004800,코스피 제조업
1067,I.027,20171228,A004830,코스피 제조업
1068,I.027,20171228,A004835,코스피 제조업
1069,I.027,20171228,A004870,코스피 제조업
1070,I.027,20171228,A004890,코스피 제조업
1071,I.027,20171228,A004910,코스피 제조업
1072,I.027,20171228,A004920,코스피 제조업
1073,I.027,20171228,A004980,코스피 제조업
1074,I.027,20171228,A004985,코스피 제조업
1075,I.027,20171228,A004987,코스피 제조업
1076,I.027,20171228,A004989,코스피 제조업
1077,I.027,20171228,A004990,코스피 제조업
1078,I.027,20171228,A00499K,코스피 제조업
1079,I.027,20171228,A005010,코스피 제조업
1080,I.027,20171228,A005030,코스피 제조업
1081,I.027,20171228,A005070,코스피 제조업
1082,I.027,20171228,A005090,코스피 제조업
1083,I.027,20171228,A005180,코스피 제조업
1084,I.027,20171228,A005190,코스피 제조업
1085,I.027,20171228,A005300,코스피 제조업
1086,I.027,20171228,A005305,코스피 제조업
1087,I.027,20171228,A005380,코스피 제조업
1088,I.027,20171228,A005385,코스피 제조업
1089,I.027,20171228,A005387,코스피 제조업
1090,I.027,20171228,A005389,코스피 제조업
1091,I.027,20171228,A005420,코스피 제조업
1092,I.027,20171228,A005490,코스피 제조업
1093,I.027,20171228,A005500,코스피 제조업
1094,I.027,20171228,A005610,코스피 제조업
1095,I.027,20171228,A005680,코스피 제조업
1096,I.027,20171228,A005690,코스피 제조업
1097,I.027,20171228,A005750,코스피 제조업
1098,I.027,20171228,A005800,코스피 제조업
1099,I.027,20171228,A005820,코스피 제조업
1100,I.027,20171228,A005850,코스피 제조업
1101,I.027,20171228,A005870,코스피 제조업
1102,I.027,20171228,A005930,코스피 제조업
1103,I.027,20171228,A005935,코스피 제조업
1104,I.027,20171228,A005950,코스피 제조업
1105,I.027,20171228,A006060,코스피 제조업
1106,I.027,20171228,A006090,코스피 제조업
1107,I.027,20171228,A006110,코스피 제조업
1108,I.027,20171228,A006120,코스피 제조업
1109,I.027,20171228,A006125,코스피 제조업
1110,I.027,20171228,A006280,코스피 제조업
1111,I.027,20171228,A006340,코스피 제조업
1112,I.027,20171228,A006345,코스피 제조업
1113,I.027,20171228,A006380,코스피 제조업
1114,I.027,20171228,A006390,코스피 제조업
1115,I.027,20171228,A006400,코스피 제조업
1116,I.027,20171228,A006405,코스피 제조업
1117,I.027,20171228,A006570,코스피 제조업
1118,I.027,20171228,A006650,코스피 제조업
1119,I.027,20171228,A006660,코스피 제조업
1120,I.027,20171228,A006740,코스피 제조업
1121,I.027,20171228,A006890,코스피 제조업
1122,I.027,20171228,A006980,코스피 제조업
1123,I.027,20171228,A007210,코스피 제조업
1124,I.027,20171228,A007280,코스피 제조업
1125,I.027,20171228,A007310,코스피 제조업
1126,I.027,20171228,A007340,코스피 제조업
1127,I.027,20171228,A007460,코스피 제조업
1128,I.027,20171228,A007570,코스피 제조업
1129,I.027,20171228,A007575,코스피 제조업
1130,I.027,20171228,A007590,코스피 제조업
1131,I.027,20171228,A007610,코스피 제조업
1132,I.027,20171228,A007630,코스피 제조업
1133,I.027,20171228,A007660,코스피 제조업
1134,I.027,20171228,A007690,코스피 제조업
1135,I.027,20171228,A007700,코스피 제조업
1136,I.027,20171228,A007810,코스피 제조업
1137,I.027,20171228,A007815,코스피 제조업
1138,I.027,20171228,A00781K,코스피 제조업
1139,I.027,20171228,A007980,코스피 제조업
1140,I.027,20171228,A008000,코스피 제조업
1141,I.027,20171228,A008040,코스피 제조업
1142,I.027,20171228,A008060,코스피 제조업
1143,I.027,20171228,A008110,코스피 제조업
1144,I.027,20171228,A008250,코스피 제조업
1145,I.027,20171228,A008260,코스피 제조업
1146,I.027,20171228,A008350,코스피 제조업
1147,I.027,20171228,A008355,코스피 제조업
1148,I.027,20171228,A008420,코스피 제조업
1149,I.027,20171228,A008490,코스피 제조업
1150,I.027,20171228,A008500,코스피 제조업
1151,I.027,20171228,A008700,코스피 제조업
1152,I.027,20171228,A008730,코스피 제조업
1153,I.027,20171228,A008870,코스피 제조업
1154,I.027,20171228,A008970,코스피 제조업
1155,I.027,20171228,A009140,코스피 제조업
1156,I.027,20171228,A009150,코스피 제조업
1157,I.027,20171228,A009155,코스피 제조업
1158,I.027,20171228,A009160,코스피 제조업
1159,I.027,20171228,A009190,코스피 제조업
1160,I.027,20171228,A009200,코스피 제조업
1161,I.027,20171228,A009270,코스피 제조업
1162,I.027,20171228,A009275,코스피 제조업
1163,I.027,20171228,A009290,코스피 제조업
1164,I.027,20171228,A009310,코스피 제조업
1165,I.027,20171228,A009320,코스피 제조업
1166,I.027,20171228,A009420,코스피 제조업
1167,I.027,20171228,A009450,코스피 제조업
1168,I.027,20171228,A009460,코스피 제조업
1169,I.027,20171228,A009470,코스피 제조업
1170,I.027,20171228,A009540,코스피 제조업
1171,I.027,20171228,A009580,코스피 제조업
1172,I.027,20171228,A009680,코스피 제조업
1173,I.027,20171228,A009770,코스피 제조업
1174,I.027,20171228,A009830,코스피 제조업
1175,I.027,20171228,A009835,코스피 제조업
1176,I.027,20171228,A010040,코스피 제조업
1177,I.027,20171228,A010060,코스피 제조업
1178,I.027,20171228,A010100,코스피 제조업
1179,I.027,20171228,A010120,코스피 제조업
1180,I.027,20171228,A010130,코스피 제조업
1181,I.027,20171228,A010140,코스피 제조업
1182,I.027,20171228,A010145,코스피 제조업
1183,I.027,20171228,A010580,코스피 제조업
1184,I.027,20171228,A010620,코스피 제조업
1185,I.027,20171228,A010640,코스피 제조업
1186,I.027,20171228,A010660,코스피 제조업
1187,I.027,20171228,A010690,코스피 제조업
1188,I.027,20171228,A010780,코스피 제조업
1189,I.027,20171228,A010820,코스피 제조업
1190,I.027,20171228,A010950,코스피 제조업
1191,I.027,20171228,A010955,코스피 제조업
1192,I.027,20171228,A011000,코스피 제조업
1193,I.027,20171228,A011070,코스피 제조업
1194,I.027,20171228,A011090,코스피 제조업
1195,I.027,20171228,A011150,코스피 제조업
1196,I.027,20171228,A011155,코스피 제조업
1197,I.027,20171228,A011170,코스피 제조업
1198,I.027,20171228,A011210,코스피 제조업
1199,I.027,20171228,A011230,코스피 제조업
1200,I.027,20171228,A011280,코스피 제조업
1201,I.027,20171228,A011300,코스피 제조업
1202,I.027,20171228,A011330,코스피 제조업
1203,I.027,20171228,A011390,코스피 제조업
1204,I.027,20171228,A011500,코스피 제조업
1205,I.027,20171228,A011690,코스피 제조업
1206,I.027,20171228,A011700,코스피 제조업
1207,I.027,20171228,A011780,코스피 제조업
1208,I.027,20171228,A011785,코스피 제조업
1209,I.027,20171228,A011790,코스피 제조업
1210,I.027,20171228,A011930,코스피 제조업
1211,I.027,20171228,A012160,코스피 제조업
1212,I.027,20171228,A012200,코스피 제조업
1213,I.027,20171228,A012205,코스피 제조업
1214,I.027,20171228,A012280,코스피 제조업
1215,I.027,20171228,A012330,코스피 제조업
1216,I.027,20171228,A012450,코스피 제조업
1217,I.027,20171228,A012600,코스피 제조업
1218,I.027,20171228,A012610,코스피 제조업
1219,I.027,20171228,A012690,코스피 제조업
1220,I.027,20171228,A012800,코스피 제조업
1221,I.027,20171228,A013520,코스피 제조업
1222,I.027,20171228,A013870,코스피 제조업
1223,I.027,20171228,A014160,코스피 제조업
1224,I.027,20171228,A014280,코스피 제조업
1225,I.027,20171228,A014285,코스피 제조업
1226,I.027,20171228,A014440,코스피 제조업
1227,I.027,20171228,A014530,코스피 제조업
1228,I.027,20171228,A014580,코스피 제조업
1229,I.027,20171228,A014680,코스피 제조업
1230,I.027,20171228,A014710,코스피 제조업
1231,I.027,20171228,A014820,코스피 제조업
1232,I.027,20171228,A014825,코스피 제조업
1233,I.027,20171228,A014830,코스피 제조업
1234,I.027,20171228,A014910,코스피 제조업
1235,I.027,20171228,A014915,코스피 제조업
1236,I.027,20171228,A014990,코스피 제조업
1237,I.027,20171228,A015230,코스피 제조업
1238,I.027,20171228,A015260,코스피 제조업
1239,I.027,20171228,A015590,코스피 제조업
1240,I.027,20171228,A015890,코스피 제조업
1241,I.027,20171228,A016090,코스피 제조업
1242,I.027,20171228,A016380,코스피 제조업
1243,I.027,20171228,A016385,코스피 제조업
1244,I.027,20171228,A016580,코스피 제조업
1245,I.027,20171228,A016590,코스피 제조업
1246,I.027,20171228,A016740,코스피 제조업
1247,I.027,20171228,A016800,코스피 제조업
1248,I.027,20171228,A017040,코스피 제조업
1249,I.027,20171228,A017180,코스피 제조업
1250,I.027,20171228,A017370,코스피 제조업
1251,I.027,20171228,A017550,코스피 제조업
1252,I.027,20171228,A017800,코스피 제조업
1253,I.027,20171228,A017900,코스피 제조업
1254,I.027,20171228,A017960,코스피 제조업
1255,I.027,20171228,A018470,코스피 제조업
1256,I.027,20171228,A018500,코스피 제조업
1257,I.027,20171228,A018880,코스피 제조업
1258,I.027,20171228,A019170,코스피 제조업
1259,I.027,20171228,A019175,코스피 제조업
