,u_cd,trd_dt,gicode,u_nm
1260,I.027,20171228,A019180,코스피 제조업
1261,I.027,20171228,A019440,코스피 제조업
1262,I.027,20171228,A019490,코스피 제조업
1263,I.027,20171228,A020000,코스피 제조업
1264,I.027,20171228,A020150,코스피 제조업
1265,I.027,20171228,A020760,코스피 제조업
1266,I.027,20171228,A021050,코스피 제조업
1267,I.027,20171228,A021820,코스피 제조업
1268,I.027,20171228,A023000,코스피 제조업
1269,I.027,20171228,A023150,코스피 제조업
1270,I.027,20171228,A023450,코스피 제조업
1271,I.027,20171228,A023800,코스피 제조업
1272,I.027,20171228,A023810,코스피 제조업
1273,I.027,20171228,A024070,코스피 제조업
1274,I.027,20171228,A024090,코스피 제조업
1275,I.027,20171228,A024890,코스피 제조업
1276,I.027,20171228,A024900,코스피 제조업
1277,I.027,20171228,A025000,코스피 제조업
1278,I.027,20171228,A025540,코스피 제조업
1279,I.027,20171228,A025560,코스피 제조업
1280,I.027,20171228,A025620,코스피 제조업
1281,I.027,20171228,A025750,코스피 제조업
1282,I.027,20171228,A025820,코스피 제조업
1283,I.027,20171228,A025860,코스피 제조업
1284,I.027,20171228,A025890,코스피 제조업
1285,I.027,20171228,A026890,코스피 제조업
1286,I.027,20171228,A026940,코스피 제조업
1287,I.027,20171228,A027740,코스피 제조업
1288,I.027,20171228,A027970,코스피 제조업
1289,I.027,20171228,A029460,코스피 제조업
1290,I.027,20171228,A029530,코스피 제조업
1291,I.027,20171228,A032560,코스피 제조업
1292,I.027,20171228,A033180,코스피 제조업
1293,I.027,20171228,A033240,코스피 제조업
1294,I.027,20171228,A033250,코스피 제조업
1295,I.027,20171228,A033270,코스피 제조업
1296,I.027,20171228,A033530,코스피 제조업
1297,I.027,20171228,A033780,코스피 제조업
1298,I.027,20171228,A033920,코스피 제조업
1299,I.027,20171228,A034020,코스피 제조업
1300,I.027,20171228,A034220,코스피 제조업
1301,I.027,20171228,A035150,코스피 제조업
1302,I.027,20171228,A036580,코스피 제조업
1303,I.027,20171228,A041650,코스피 제조업
1304,I.027,20171228,A042660,코스피 제조업
1305,I.027,20171228,A042670,코스피 제조업
1306,I.027,20171228,A042700,코스피 제조업
1307,I.027,20171228,A044380,코스피 제조업
1308,I.027,20171228,A047400,코스피 제조업
1309,I.027,20171228,A047810,코스피 제조업
1310,I.027,20171228,A049770,코스피 제조업
1311,I.027,20171228,A049800,코스피 제조업
1312,I.027,20171228,A051630,코스피 제조업
1313,I.027,20171228,A051900,코스피 제조업
1314,I.027,20171228,A051905,코스피 제조업
1315,I.027,20171228,A051910,코스피 제조업
1316,I.027,20171228,A051915,코스피 제조업
1317,I.027,20171228,A055490,코스피 제조업
1318,I.027,20171228,A058430,코스피 제조업
1319,I.027,20171228,A058730,코스피 제조업
1320,I.027,20171228,A063160,코스피 제조업
1321,I.027,20171228,A064350,코스피 제조업
1322,I.027,20171228,A064960,코스피 제조업
1323,I.027,20171228,A066570,코스피 제조업
1324,I.027,20171228,A066575,코스피 제조업
1325,I.027,20171228,A069260,코스피 제조업
1326,I.027,20171228,A069460,코스피 제조업
1327,I.027,20171228,A069620,코스피 제조업
1328,I.027,20171228,A069730,코스피 제조업
1329,I.027,20171228,A071090,코스피 제조업
1330,I.027,20171228,A071950,코스피 제조업
1331,I.027,20171228,A071970,코스피 제조업
1332,I.027,20171228,A073240,코스피 제조업
1333,I.027,20171228,A074610,코스피 제조업
1334,I.027,20171228,A075180,코스피 제조업
1335,I.027,20171228,A075580,코스피 제조업
1336,I.027,20171228,A077970,코스피 제조업
1337,I.027,20171228,A078520,코스피 제조업
1338,I.027,20171228,A079430,코스피 제조업
1339,I.027,20171228,A079550,코스피 제조업
1340,I.027,20171228,A079660,코스피 제조업
1341,I.027,20171228,A079980,코스피 제조업
1342,I.027,20171228,A081000,코스피 제조업
1343,I.027,20171228,A082740,코스피 제조업
1344,I.027,20171228,A083420,코스피 제조업
1345,I.027,20171228,A084010,코스피 제조업
1346,I.027,20171228,A084870,코스피 제조업
1347,I.027,20171228,A085310,코스피 제조업
1348,I.027,20171228,A089470,코스피 제조업
1349,I.027,20171228,A090080,코스피 제조업
1350,I.027,20171228,A090350,코스피 제조업
1351,I.027,20171228,A090355,코스피 제조업
1352,I.027,20171228,A090370,코스피 제조업
1353,I.027,20171228,A090430,코스피 제조업
1354,I.027,20171228,A090435,코스피 제조업
1355,I.027,20171228,A091090,코스피 제조업
1356,I.027,20171228,A092200,코스피 제조업
1357,I.027,20171228,A092220,코스피 제조업
1358,I.027,20171228,A092440,코스피 제조업
1359,I.027,20171228,A092780,코스피 제조업
1360,I.027,20171228,A093050,코스피 제조업
1361,I.027,20171228,A093240,코스피 제조업
1362,I.027,20171228,A093370,코스피 제조업
1363,I.027,20171228,A097950,코스피 제조업
1364,I.027,20171228,A097955,코스피 제조업
1365,I.027,20171228,A100840,코스피 제조업
1366,I.027,20171228,A101530,코스피 제조업
1367,I.027,20171228,A102280,코스피 제조업
1368,I.027,20171228,A102460,코스피 제조업
1369,I.027,20171228,A103130,코스피 제조업
1370,I.027,20171228,A103140,코스피 제조업
1371,I.027,20171228,A103590,코스피 제조업
1372,I.027,20171228,A104700,코스피 제조업
1373,I.027,20171228,A105630,코스피 제조업
1374,I.027,20171228,A105840,코스피 제조업
1375,I.027,20171228,A108670,코스피 제조업
1376,I.027,20171228,A108675,코스피 제조업
1377,I.027,20171228,A109070,코스피 제조업
1378,I.027,20171228,A111110,코스피 제조업
1379,I.027,20171228,A112610,코스피 제조업
1380,I.027,20171228,A115390,코스피 제조업
1381,I.027,20171228,A119650,코스피 제조업
1382,I.027,20171228,A120030,코스피 제조업
1383,I.027,20171228,A120110,코스피 제조업
1384,I.027,20171228,A120115,코스피 제조업
1385,I.027,20171228,A123700,코스피 제조업
1386,I.027,20171228,A128940,코스피 제조업
1387,I.027,20171228,A133820,코스피 제조업
1388,I.027,20171228,A134380,코스피 제조업
1389,I.027,20171228,A134790,코스피 제조업
1390,I.027,20171228,A136490,코스피 제조업
1391,I.027,20171228,A138490,코스피 제조업
1392,I.027,20171228,A143210,코스피 제조업
1393,I.027,20171228,A144620,코스피 제조업
1394,I.027,20171228,A145210,코스피 제조업
1395,I.027,20171228,A145720,코스피 제조업
1396,I.027,20171228,A145990,코스피 제조업
1397,I.027,20171228,A145995,코스피 제조업
1398,I.027,20171228,A152330,코스피 제조업
1399,I.027,20171228,A155660,코스피 제조업
1400,I.027,20171228,A161000,코스피 제조업
1401,I.027,20171228,A161390,코스피 제조업
1402,I.027,20171228,A161890,코스피 제조업
1403,I.027,20171228,A163560,코스피 제조업
1404,I.027,20171228,A170900,코스피 제조업
1405,I.027,20171228,A183190,코스피 제조업
1406,I.027,20171228,A185750,코스피 제조업
1407,I.027,20171228,A192400,코스피 제조업
1408,I.027,20171228,A192820,코스피 제조업
1409,I.027,20171228,A194370,코스피 제조업
1410,I.027,20171228,A195870,코스피 제조업
1411,I.027,20171228,A200880,코스피 제조업
1412,I.027,20171228,A204320,코스피 제조업
1413,I.027,20171228,A207940,코스피 제조업
1414,I.027,20171228,A210540,코스피 제조업
1415,I.027,20171228,A213500,코스피 제조업
1416,I.027,20171228,A214330,코스피 제조업
1417,I.027,20171228,A214390,코스피 제조업
1418,I.027,20171228,A214420,코스피 제조업
1419,I.027,20171228,A234080,코스피 제조업
1420,I.027,20171228,A248170,코스피 제조업
1421,I.027,20171228,A249420,코스피 제조업
1422,I.027,20171228,A264900,코스피 제조업
1423,I.027,20171228,A26490K,코스피 제조업
1424,I.027,20171228,A267260,코스피 제조업
1425,I.027,20171228,A267270,코스피 제조업
1426,I.027,20171228,A268280,코스피 제조업
1427,I.027,20171228,A271560,코스피 제조업
1428,I.027,20171228,A271980,코스피 제조업
1429,I.027,20171228,A272550,코스피 제조업
1430,I.027,20171228,A280360,코스피 제조업
1431,I.027,20171228,A281820,코스피 제조업
1432,I.027,20171228,A282690,코스피 제조업
